"﻿""id. Response ID""",Year Submitted Survey 2, Months Owned (total),oldcarmain,Electric driving range,oldcartype,Discontinuance (inc. purchased lease) 2,Age,Gender,dist1  [Route 1],How many road trips longer than 200 miles round-trip did you or your household complete with each car in the last 12 months (or the time you own the car if less than that)?  [{oldcarmain.NAOK}],{oldcarmain.NAOK} [Safety],Comfort,Refuelling/Recharging costs,Performance,Environmental impacts,"Vehicle Purchase Price (including rebates, discounts, etc.)",Reliability,Electric driving range,Convenience of charging,Driving assistance features,My household's pre-taxed income for the past tax year was in the following range,"Home Charging (L1, L2, None)","Work charging (L1, L2, DC, none)",Concatenate[[s]...s] Public DCFC] 2,MPG second vehicle in HH 2,"Lease (1 lease, 0 other)",lastpage. Last page
2386,2019,35,2016 Kia Soul EV,111,BEV,Continued,55,Female,41.16,0,5,5,5,5,5,5,1,2,5,4,"$50,000 to $99,999",Level 2,Level 1,No charging,30,1,40
2387,2019,23,2018 BMW 530e,16,PHEV,Original,35,Male,8.29,1,4,5,4,4,3,5,5,1,2,3,"$200,000 to $249,999",No Charging,Level 2,No charging,24,1,40
2388,2019,67,2014 Fiat 500e,87,BEV,Continued,55,Female,1.88,0,5,5,5,5,5,5,5,4,4,5,"$150,000 to $199,999",Level 2,,,31,1,40
2389,2019,22,2018 Audi A3 e-tron,16,PHEV,Original,55,Female,27.81,0,5,4,5,5,5,4,4,5,5,4,"$200,000 to $249,999",Level 1,Level 2,Level 2,32,1,40
2390,2019,25,2015 Tesla Model S,271,BEV,Continued,65,Male,13.05,0,5,5,5,5,5,4,5,5,5,5,"$150,000 to $199,999",Level 2,Level 2,DC Fast,46,0,40
2391,2019,14,2018 Tesla Model 3 Long Range,310,BEV,Original,,,,0,,,,,,,,,,,,Level 1,No charging,No charging,98,0,8
2392,2019,19,2018 Tesla Model 3 Long Range,310,BEV,Original,75,Female,11.18,0,5,5,5,5,5,4,5,5,5,3,"$50,000 to $99,999",Level 2,No charging,No charging,,0,40
2393,2019,23,2017 Chevrolet Bolt EV,238,BEV,Original,75,Female,10.97,0,5,4,5,5,5,5,5,5,5,5,I prefer not to answer,Level 2,No charging,No charging,17,0,40
2394,2019,19,2018 Nissan Leaf,84,BEV,Original,55,Female,2.37,1,5,5,5,5,5,5,5,5,5,5,"$50,000 to $99,999",Level 2,No charging,No charging,48,0,40
2395,2019,32,2017 Audi A3 Sportback e-tron,16,PHEV,Original,65,Decline to state,2.95,3,3,4,5,2,4,2,4,1,4,4,I prefer not to answer,Level 1,Level 2,No charging,,1,40
2396,2019,40,2017 Chevrolet Volt,53,PHEV,Original,75,Male,3.82,3,5,5,5,5,5,5,5,4,4,5,"$200,000 to $249,999",Level 1,No charging,No charging,28,0,40
2397,2019,36,2013 Ford Focus Electric,76,BEV,Continued,45,Male,4.87,0,5,5,5,4,5,5,5,2,4,4,"$150,000 to $199,999",Level 1,,,24,1,40
2398,2019,49,2015 Ford C max energi,20,PHEV,Original,55,Male,3.23,0,5,5,5,5,5,4,5,1,4,3,"Less than $50,000",No Charging,Level 2,Level 2,26,0,40
2399,2019,23,2017 Chevrolet Bolt EV,238,BEV,Original,45,Female,20.2,0,5,4,5,5,5,4,5,5,5,5,"$300,000 to $349,999",Level 2,No charging,No charging,24,0,40
2400,2019,32,2017 Toyota Prius Prime,25,PHEV,Original,65,Female,0.7,1,,,,,,,,,,,,No Charging,,,,0,23
2401,2019,33,2013 Tesla Model S,271,BEV,Continued,55,Male,14.12,0,5,5,5,5,5,5,5,5,5,3,"$400,000 to $449,999",Level 2,,,24,0,40
2402,2019,48,2016 Fiat 500e,87,BEV,Discontinued,35,Female,1.58,0,5,5,5,5,5,5,2,1,1,1,I prefer not to answer,Level 1,No charging,No charging,,1,40
2403,2019,39,2013 Ford Focus Electric,76,BEV,Discontinued,65,Male,40.3,0,3,2,5,3,5,2,2,1,2,3,"$100,000 to $149,999",No Charging,,,26,0,40
2404,2019,24,2017 Tesla Model 3 Long Range,310,BEV,Original,65,Male,,2,5,5,5,5,5,3,4,5,5,5,"$150,000 to $199,999",Level 2,No charging,No charging,89,0,40
2405,2019,,2011 Nissan Leaf,84,BEV,Continued,45,Male,4.8,0,5,5,5,4,4,3,5,2,4,4,"$200,000 to $249,999",No Charging,,,,0,40
2406,2019,42,2017 Chevrolet Volt,53,PHEV,Original,35,Female,5.98,0,5,4,4,4,4,4,4,3,3,3,"$100,000 to $149,999",Level 1,No charging,No charging,16,0,40
2407,2019,20,2018 BMW i3 (94Ah) with Range Extender,114,PHEV,Original,35,Male,36.65,6,4,5,5,5,5,4,5,2,4,5,"$150,000 to $199,999",Level 2,No charging,No charging,35,0,40
2408,2019,23,2017 Chevrolet Bolt EV,238,BEV,Original,65,Female,1.89,1,5,5,5,5,5,5,5,5,4,5,"$100,000 to $149,999",Level 2,No charging,No charging,107,0,40
2409,2019,48,2015 Nissan Leaf,84,BEV,Discontinued,35,Female,,0,4,4,3,3,5,4,2,1,2,3,"$100,000 to $149,999",Level 1,No charging,No charging,24,1,40
2410,2019,32,2017 Nissan Leaf,84,BEV,Original,55,Female,3.92,12,5,4,5,5,5,5,5,2,2,3,"$200,000 to $249,999",Level 1,No charging,Level 2,24,0,40
2411,2019,57,2015 Nissan Leaf,84,BEV,Original,55,Male,2.28,0,5,5,5,5,5,4,5,2,4,3,"$150,000 to $199,999",Level 1,Level 2,No charging,42,0,40
2412,2019,23,2016 Volkswagen e-Golf,84,BEV,Original,45,Female,7.45,0,3,2,4,2,5,3,3,1,1,3,"$150,000 to $199,999",Level 1,No charging,Level 2,24,0,40
2413,2019,,2011 Nissan Leaf,84,BEV,Original,55,Male,0.97,0,5,5,5,5,5,5,5,2,2,5,"$100,000 to $149,999",No Charging,,,,0,40
2414,2019,89,2012 Toyota Prius Plug-in,11,PHEV,Original,75,Male,9.69,1,2,2,5,1,5,5,5,1,2,1,"$100,000 to $149,999",Level 1,,Level 2,17,0,40
2415,2019,36,2016 BMW i3,81,BEV,Discontinued,35,Female,,0,5,5,5,5,5,5,5,5,5,5,"$50,000 to $99,999",No Charging,DC Fast,No charging,16,1,40
2416,2019,,2013 Ford C-Max Energi,20,PHEV,Discontinued,35,Female,6.12,0,2,1,5,1,3,1,3,2,2,2,"$150,000 to $199,999",No Charging,,,,0,40
2417,2019,20,2018 Ford Fusion Energi Plug-in Hybrid,20,PHEV,Original,65,Female,,0,,,,,,,,,,,,Level 1,No charging,No charging,38,0,17
2418,2019,39,2014 Cadillac ELR,37,PHEV,Continued,65,Male,,0,5,5,5,5,5,5,5,4,5,5,"$100,000 to $149,999",Level 2,,,18,1,40
2419,2019,36,2016 Chevrolet Volt,53,PHEV,Continued,45,Male,25.57,0,5,4,5,3,5,5,4,4,5,4,"$250,000 to $299,999",Level 2,Level 2,No charging,17,0,40
2420,2019,30,2013 Chevrolet Volt,53,PHEV,Continued,55,Male,10.31,0,5,5,5,5,5,4,5,5,5,3,"$200,000 to $249,999",Level 1,,,35,0,40
2421,2019,15,2018 Tesla Model X 100D,295,BEV,Original,45,Male,124.61,5,5,5,5,5,5,4,5,5,5,5,"$250,000 to $299,999",Level 2,No charging,No charging,24,0,40
2422,2019,18,2016 BMW i3,81,PHEV,Continued,55,Male,7.72,0,5,5,5,5,5,5,5,4,5,5,"$100,000 to $149,999",Level 2,,,26,1,40
2423,2019,35,2016 Nissan Leaf,84,BEV,Original,,Decline to state,11.09,0,5,5,5,5,5,5,5,2,5,3,I prefer not to answer,Level 2,No charging,No charging,24,1,40
2424,2019,,2017 Toyota Mirai,300,,Original,65,Male,19.66,0,5,4,1,4,5,5,1,2,1,4,"$250,000 to $299,999",No Charging,,,,0,40
2425,2019,35,2013 Chevrolet Volt,53,PHEV,Continued,65,Male,,0,5,5,5,5,5,2,5,2,5,3,"$100,000 to $149,999",Level 1,,,14,1,40
2426,2019,21,2018 Tesla Model 3 Long Range,310,BEV,Original,45,Male,66.19,7,5,5,5,5,5,5,5,5,5,5,I prefer not to answer,Level 2,DC Fast,No charging,,0,40
2427,2019,63,2014 Cadillac ELR,37,PHEV,Original,75,Male,5.76,2,5,4,5,5,5,3,4,3,5,5,"$150,000 to $199,999",Level 2,,,,0,40
2428,2019,24,2017 Toyota Prius Prime,25,PHEV,Original,35,Female,16.18,5,5,5,4,4,5,4,5,2,2,5,"$100,000 to $149,999",Level 1,Level 1,Level 1,24,0,40
2429,2019,23,2018 Chrysler Pacifica Hybrid,33,PHEV,Original,45,Female,26.95,3,5,5,5,5,5,5,5,4,5,5,"$300,000 to $349,999",Level 2,No charging,No charging,92,0,40
2430,2019,23,2017 Kia Soul Electric,111,BEV,Original,35,Female,,0,5,5,5,3,5,4,3,2,3,4,"$150,000 to $199,999",Level 2,Level 2,No charging,,1,40
2431,2019,24,2017 Chevrolet Bolt EV,238,BEV,Original,35,Male,6.18,0,5,5,5,5,5,5,5,5,5,5,"$150,000 to $199,999",Level 1,No charging,No charging,24,1,40
2432,2019,32,2016 Ford C-Max Energi,20,PHEV,Continued,45,Female,9.82,0,5,5,4,4,5,5,5,2,4,4,"$200,000 to $249,999",Level 1,Level 2,No charging,,1,40
2433,2019,78,2013 Tesla Model S,271,BEV,Original,55,Male,21.51,0,5,4,5,5,5,4,4,3,5,4,"$350,000 to $399,999",Level 2,,Level 2,18,0,40
2434,2019,40,2016 Kia Soul EV,111,BEV,Continued,65,Male,3.29,0,5,5,5,4,5,5,5,2,5,4,"$150,000 to $199,999",Level 2,No charging,No charging,24,1,40
2435,2019,33,2013 Nissan Leaf,84,BEV,Continued,45,Female,12.33,0,5,5,5,5,5,2,5,2,4,3,"$50,000 to $99,999",Level 2,,Level 2,29,1,40
2436,2019,26,2017 Chevrolet Volt,53,PHEV,Discontinued,65,Male,32.41,0,5,2,5,4,4,2,4,4,4,4,"$150,000 to $199,999",Level 1,No charging,No charging,31,1,40
2437,2019,63,2014 Chevrolet Volt,53,PHEV,Original,75,Male,2.45,0,5,5,5,5,5,4,5,5,5,5,"$50,000 to $99,999",Level 1,,,24,0,40
2438,2019,34,2016 Fiat 500e,87,BEV,Discontinued,55,Male,32.08,0,2,3,5,4,3,4,5,4,5,4,I prefer not to answer,Level 1,Level 1,No charging,23,1,40
2439,2019,80,2013 Tesla Model S,271,BEV,Original,65,Male,17.19,2,5,5,5,5,5,5,4,4,5,5,"$400,000 to $449,999",Level 1,,,28,0,40
2440,2019,23,2017 Tesla Model S AWD - 75D,249,BEV,Original,45,Male,1.38,0,5,4,5,5,5,3,5,4,5,3,"$100,000 to $149,999",Level 1,No charging,DC Fast,,0,40
2441,2019,38,2015 Nissan Leaf,84,BEV,Discontinued,55,Male,14.36,0,5,2,5,5,5,5,5,4,5,5,"$150,000 to $199,999",No Charging,Level 1,No charging,25,1,40
2442,2019,22,2017 Volkswagen e-Golf,84,BEV,Original,35,Male,2.17,0,5,5,5,5,5,4,5,2,2,4,"$50,000 to $99,999",Level 1,No charging,No charging,30,1,40
2443,2019,36,2016 FIAT 500e,87,BEV,Discontinued,55,Male,38.04,0,5,5,5,5,5,4,5,2,5,5,I prefer not to answer,Level 1,Level 2,Level 2,24,1,40
2444,2019,74,2013 Toyota Prius Plug-in,11,PHEV,Original,55,Female,19.8,15,5,5,5,5,5,3,5,1,3,5,"$100,000 to $149,999",Level 1,,,18,0,40
2445,2019,,2017 Honda Clarity Fuel Cell,300,,Original,55,Male,6.55,5,5,4,2,4,5,5,4,4,1,3,"$100,000 to $149,999",No Charging,,,,0,40
2446,2019,47,2016 Tesla Model S,271,BEV,Original,75,Male,,6,5,5,5,5,5,5,5,5,5,5,"$250,000 to $299,999",Level 2,DC Fast,No charging,34,0,40
2447,2019,33,2017 Tesla Model S,271,BEV,Original,55,Male,,0,5,5,4,5,5,3,4,4,4,5,"$200,000 to $249,999",Level 2,No charging,No charging,18,0,40
2448,2019,50,2015 Toyota Prius Plug-in,11,PHEV,Original,35,Female,13.51,4,5,4,5,4,5,4,5,2,4,2,I prefer not to answer,Level 1,Level 2,No charging,50,0,40
2449,2019,35,2013 Toyota Prius,11,PHEV,Continued,55,Female,1.75,0,5,2,4,5,2,2,5,1,5,3,"$250,000 to $299,999",No Charging,,,46,1,40
2450,2019,19,2018 Chevrolet Volt,53,PHEV,Original,75,Female,,1,5,5,5,5,5,4,5,4,4,4,"$100,000 to $149,999",Level 2,No charging,No charging,24,0,40
2451,2019,34,2017 Chevrolet Bolt EV,238,BEV,Original,75,Male,232.32,5,5,5,5,5,5,5,5,5,5,3,"$150,000 to $199,999",Level 2,No charging,No charging,76,0,40
2452,2019,48,2011 Chevrolet Volt,53,PHEV,Continued,65,Male,2.72,0,5,4,4,4,5,4,1,2,4,2,"$150,000 to $199,999",Level 2,,Level 2,98,0,40
2453,2019,20,2018 Nissan Leaf,84,BEV,Original,45,Male,72.89,0,5,4,5,5,5,4,5,4,5,4,"$200,000 to $249,999",Level 1,Level 1,Level 1,15,0,40
2454,2019,31,2015 Chevrolet Spark EV,82,BEV,Continued,55,Male,31.64,0,5,5,5,5,5,5,5,4,5,3,"$350,000 to $399,999",Level 2,Level 1,No charging,42,1,40
2455,2019,27,2016 Chevrolet Volt,53,PHEV,Continued,55,Male,84.86,0,4,4,5,4,5,4,5,5,5,5,"$150,000 to $199,999",Level 2,No charging,No charging,24,1,40
2456,2019,19,2018 BMW i3 (94Ah) with Range Extender,114,PHEV,Original,,,,0,,,,,,,,,,,,Level 2,No charging,No charging,18,1,6
2457,2019,36,2015 Nissan Leaf,84,BEV,Continued,35,Male,25.15,0,3,5,5,3,5,4,4,2,5,5,"$200,000 to $249,999",Level 1,,Level 2,24,1,40
2458,2019,20,2017 Toyota Prius Prime,25,PHEV,Original,55,Male,6.39,0,5,4,5,4,5,5,5,4,5,5,"$100,000 to $149,999",Level 1,Level 2,No charging,26,0,40
2459,2019,36,2016 Volkswagen e-Golf,84,BEV,Discontinued,45,Male,2.36,0,5,5,5,5,4,3,4,1,2,3,"$200,000 to $249,999",Level 1,No charging,No charging,23,1,40
2460,2019,30,2013 Nissan Leaf,84,BEV,Discontinued,75,Male,,0,,,,,,,,,,,,Level 2,,,23,1,13
2461,2019,20,2018 Chevrolet Bolt EV,238,BEV,Original,75,Male,,0,,,,,,,,,,,,Level 2,No charging,No charging,24,0,13
2462,2019,,2017 Toyota Mirai,300,,Original,55,Male,64.2,0,5,5,5,5,5,5,5,5,1,4,"$500,000 or more",No Charging,,,,0,40
2463,2019,36,2015 Nissan Leaf,84,BEV,Continued,65,Female,5.21,0,5,5,5,5,5,5,5,2,2,5,"$250,000 to $299,999",Level 1,Level 1,DC Fast,,1,40
2464,2019,,2017 Toyota Mirai,300,,Original,65,Female,21.36,0,5,5,2,5,5,4,1,5,1,5,"$100,000 to $149,999",No Charging,,,,0,40
2465,2019,25,2017 Tesla Model X,270,BEV,Original,65,Male,8.35,30,5,5,5,5,5,3,5,5,5,5,"$450,000 to $499,999",Level 2,No charging,DC Fast,24,0,40
2466,2019,59,2012 Toyota Prius Plug-in,11,PHEV,Discontinued,55,Female,,0,2,4,5,5,4,4,5,1,1,2,"$100,000 to $149,999",Level 1,No charging,No charging,50,0,40
2467,2019,35,2016 Tesla Model X,270,BEV,Original,55,Male,11.53,2,5,5,5,5,5,2,5,4,5,5,"$300,000 to $349,999",Level 2,No charging,DC Fast,24,0,40
2468,2019,48,2016 Chevrolet Volt,53,PHEV,Original,,,,0,,,,,,,,,,,,Level 1,No charging,No charging,,0,2
2469,2019,24,2017 Fiat 500e,87,BEV,Original,45,Female,19.87,0,5,5,5,5,5,5,5,4,4,3,"$250,000 to $299,999",Level 1,Level 2,No charging,24,1,40
2470,2019,26,2017 Fiat 500e,87,BEV,Original,55,Female,2.72,0,5,5,5,5,5,5,5,1,2,5,"$50,000 to $99,999",Level 1,No charging,No charging,,1,40
2471,2019,49,2016 Chevrolet Volt,53,PHEV,Original,45,Female,19.85,2,4,5,5,4,4,3,4,2,4,4,"$250,000 to $299,999",Level 2,Level 2,No charging,24,0,40
2472,2019,23,2017 Toyota Prius Prime,25,PHEV,Original,,Decline to state,27.88,2,5,5,5,5,5,5,5,4,3,3,I prefer not to answer,No Charging,No charging,Level 2,34,0,40
2473,2019,33,2017 Nissan Leaf,84,BEV,Original,75,Female,2.27,1,5,5,5,5,5,5,5,2,2,5,"Less than $50,000",Level 2,No charging,No charging,,1,40
2474,2019,19,2018 Tesla Model 3 Long Range,310,BEV,Original,45,Female,62.25,6,5,5,5,5,5,4,5,5,5,5,I prefer not to answer,Level 1,Level 2,Level 2,18,0,40
2475,2019,34,2017 Chevrolet Bolt EV,238,BEV,Original,45,Male,,0,4,1,4,5,5,3,5,5,5,4,"$200,000 to $249,999",Level 2,No charging,No charging,99,0,40
2476,2019,47,2015 Tesla Model S,271,BEV,Original,65,Male,352.93,35,5,5,5,5,5,4,5,5,5,5,"$150,000 to $199,999",Level 1,No charging,DC Fast,,0,40
2477,2019,32,2017 Nissan Leaf,84,BEV,Original,35,Female,12.2,0,3,5,4,5,5,4,5,1,2,3,"$50,000 to $99,999",No Charging,Level 1,No charging,24,1,40
2478,2019,26,2017 Chevrolet Bolt EV,238,BEV,Original,65,Male,5.8,4,5,4,5,4,5,4,3,4,4,4,"$100,000 to $149,999",No Charging,No charging,DC Fast,34,0,40
2479,2019,20,2018 Chevrolet Bolt EV,238,BEV,Original,65,Male,25.69,10,5,5,5,5,5,5,5,5,5,2,"$100,000 to $149,999",Level 2,Level 1,Level 2,42,1,40
2480,2019,24,2017 Chevrolet Bolt EV,238,BEV,Original,45,Male,9.7,2,3,4,4,5,4,4,4,3,5,4,"$100,000 to $149,999",Level 2,Level 2,No charging,24,1,40
2481,2019,118,2016 Ford C-Max Energi,20,PHEV,Original,80,Female,14.14,5,5,4,5,5,5,4,5,2,5,5,"$50,000 to $99,999",Level 1,Level 1,No charging,17,0,40
2482,2019,15,2015 Ford C-Max Energi,20,PHEV,Continued,65,Male,4.87,0,5,4,4,4,5,3,3,2,4,4,"$200,000 to $249,999",Level 2,No charging,Level 2,24,1,40
2483,2019,47,2015 Nissan Leaf,84,BEV,Discontinued,55,Male,,0,5,4,5,2,5,2,5,1,5,1,"$150,000 to $199,999",Level 1,Level 2,No charging,24,1,40
2484,2019,26,2017 Ford Fusion Energi Plug-in Hybrid,20,PHEV,Original,65,Male,26.63,10,5,5,5,3,5,4,5,3,4,5,"$200,000 to $249,999",Level 1,No charging,No charging,18,0,40
2485,2019,22,2017 Chevrolet Bolt EV,238,BEV,Original,65,Female,14.33,0,5,5,5,5,5,5,5,5,5,5,I prefer not to answer,Level 1,Level 2,No charging,46,1,40
2486,2019,47,2015 Nissan Leaf,84,BEV,Discontinued,35,Female,,0,3,1,1,2,1,1,3,1,1,1,"Less than $50,000",Level 1,No charging,DC Fast,46,0,40
2487,2019,29,2016 Volkswagen e-Golf,84,BEV,Continued,45,Male,7.06,0,2,2,3,2,3,4,4,1,2,3,"$200,000 to $249,999",Level 1,No charging,Level 2,24,1,40
2488,2019,70,2012 Toyota Prius Plug-in,11,PHEV,Continued,55,Female,31.87,0,5,5,2,4,5,5,5,1,3,4,"$200,000 to $249,999",No Charging,No charging,Level 1,24,0,40
2489,2019,36,2016 Chevrolet Volt,53,PHEV,Discontinued,65,Male,30.88,0,5,5,5,5,5,5,5,4,4,4,"$150,000 to $199,999",Level 2,No charging,No charging,30,1,40
2490,2019,52,2015 Chevrolet Volt,53,PHEV,Original,45,Male,7.8,0,5,5,5,5,5,5,5,5,5,5,"$200,000 to $249,999",Level 1,Level 2,No charging,24,0,40
2491,2019,43,2012 Toyota RAV4 EV,103,BEV,Continued,45,Female,24.07,0,4,4,5,5,5,4,4,2,5,2,"$500,000 or more",Level 2,,,82,1,40
2492,2019,48,2014 Honda Fit EV,82,BEV,Continued,65,Male,12.91,0,5,5,5,5,5,5,5,4,5,5,"$250,000 to $299,999",Level 2,,,,0,40
2493,2019,66,2013 Tesla Model S,271,BEV,Original,55,Male,33.27,3,5,5,5,5,5,5,5,2,5,4,"$300,000 to $349,999",Level 2,No charging,No charging,,0,40
2494,2019,41,2016 Tesla Model S,271,BEV,Original,,Female,7.66,25,5,5,5,5,5,4,5,2,4,5,,Level 2,No charging,No charging,25,0,32
2495,2019,20,2018 Tesla Model 3 Long Range,310,BEV,Original,55,Male,15.38,2,5,5,5,5,5,5,5,4,5,5,"$200,000 to $249,999",Level 2,No charging,No charging,93,0,40
2496,2019,35,2016 Nissan Leaf,84,BEV,Continued,55,Male,13.82,0,4,4,4,4,5,5,4,4,4,4,"$100,000 to $149,999",No Charging,Level 2,Level 2 & DC Fast,29,1,40
2497,2019,,2017 Honda Clarity Fuel Cell,300,,Original,45,Male,4.61,2,5,5,1,5,5,2,4,1,1,4,"$150,000 to $199,999",No Charging,,,,0,40
2498,2019,22,2017 Chevrolet Bolt EV,238,BEV,Original,55,Female,6.59,2,5,5,5,5,5,2,5,2,2,5,"$100,000 to $149,999",No Charging,,,36,0,40
2499,2019,51,2015 Chevrolet Volt,53,PHEV,Original,75,Male,4.74,10,5,5,5,5,5,5,5,4,4,5,"$450,000 to $499,999",Level 1,No charging,Level 1,33,0,40
2500,2019,47,2016 Chevrolet Volt,53,PHEV,Original,65,Male,1.48,4,5,4,5,4,5,4,4,4,4,4,"$100,000 to $149,999",Level 1,No charging,No charging,24,0,40
2501,2019,22,2017 Chevrolet Bolt EV,238,BEV,Original,55,Male,2.05,20,5,5,5,5,5,5,5,4,4,5,"$100,000 to $149,999",Level 1,No charging,No charging,46,1,40
2502,2019,,2017 Honda Clarity Fuel Cell,300,,Original,65,Male,23.02,0,5,5,5,5,5,3,5,4,2,5,"$150,000 to $199,999",No Charging,,,,0,40
2503,2019,35,2016 Nissan Leaf,84,BEV,Continued,65,Male,6.69,0,5,5,2,5,5,4,5,4,5,5,I prefer not to answer,Level 2,No charging,No charging,,1,40
2504,2019,27,2014 Chevrolet Spark EV,82,BEV,Continued,45,Male,20.91,0,4,4,5,5,5,4,5,3,4,3,"$100,000 to $149,999",Level 1,,Level 2,24,1,40
2505,2019,,2013 Ford Fusion Energi,20,PHEV,Original,55,Female,,0,5,5,5,5,5,5,5,4,3,5,"$200,000 to $249,999",No Charging,,,,0,40
2506,2019,20,2017 Toyota Prius Prime,25,PHEV,Original,25,Male,,10,5,5,5,5,5,5,5,5,5,4,,No Charging,,,23,0,38
2507,2019,84,2012 Toyota Prius Plug-in,11,PHEV,Original,45,Male,6.96,2,5,5,5,5,5,5,5,5,5,3,"$100,000 to $149,999",Level 1,,,24,0,40
2508,2019,48,2015 Chevrolet Volt,53,PHEV,Continued,45,Male,1.34,1,5,5,5,5,5,5,5,4,5,3,"$150,000 to $199,999",Level 1,Level 1,No charging,24,1,40
2509,2019,24,2017 Honda Clarity EV,89,BEV,Original,65,Female,15.39,0,5,5,5,5,5,5,5,2,2,5,"$100,000 to $149,999",Level 1,Level 2,No charging,31,1,40
2510,2019,56,2015 Ford Fusion Energi,20,PHEV,Original,45,Male,12.5,0,4,4,5,4,3,5,5,2,1,5,"$250,000 to $299,999",Level 2,No charging,Level 2,24,0,40
2511,2019,36,2014 Fiat 500e,87,BEV,Continued,65,Female,16.97,0,2,4,1,5,5,5,4,1,2,1,"$200,000 to $249,999",Level 1,,DC Fast,,1,40
2512,2019,40,2015 Ford Fusion Energi,20,PHEV,Continued,35,Male,15.71,0,5,5,4,5,4,3,5,3,5,5,"$150,000 to $199,999",Level 1,No charging,No charging,30,1,40
2513,2019,,2016 Tesla Model X,270,BEV,Original,,,,0,,,,,,,,,,,,Level 2,No charging,No charging,38,0,1
2514,2019,33,2016 Ford C-Max Energi,20,PHEV,Discontinued,35,Female,2.46,0,5,5,4,4,4,2,5,2,2,2,"$50,000 to $99,999",No Charging,,,,1,40
2515,2019,37,2016 Volkswagen e-Golf,84,BEV,Discontinued,,Male,2.1,0,5,4,5,4,5,5,5,1,1,3,I prefer not to answer,Level 1,Level 1,No charging,27,1,40
2516,2019,38,2012 Nissan Leaf,84,BEV,Continued,45,Male,19.91,0,5,5,5,4,5,5,5,2,4,5,"$200,000 to $249,999",Level 2,,,39,1,40
2517,2019,,2012 Toyota Prius Plug-in,11,PHEV,Continued,55,Male,20.16,0,5,5,5,5,5,5,5,5,5,5,I prefer not to answer,No Charging,,,,0,40
2518,2019,41,2014 Toyota RAV4 EV,103,BEV,Continued,75,Male,21.27,0,5,5,5,5,5,2,5,4,5,3,"$200,000 to $249,999",Level 2,,Level 2,50,1,40
2519,2019,63,2014 Chevrolet Volt,53,PHEV,Original,45,Male,2.85,1,4,4,4,5,5,4,5,4,4,4,"$300,000 to $349,999",Level 1,No charging,No charging,95,0,40
2520,2019,,2010 Tesla Roadster,245,BEV,Original,55,Male,48.87,0,3,2,5,5,5,4,4,4,4,3,"$100,000 to $149,999",No Charging,,,,0,40
2521,2019,37,2015 Fiat 500e,87,BEV,Continued,55,Male,27.74,0,,,,,,,,,,,,Level 1,,Level 2,24,1,24
2522,2019,40,2013 Tesla Model S,271,BEV,Original,,,,0,,,,,,,,,,,,Level 2,,,17,0,3
2523,2019,51,2015 BMW i3,81,PHEV,Continued,75,Female,,0,,,,,,,,,,,,Level 2,No charging,No charging,24,1,17
2524,2019,,2013 Ford Fusion Energi,20,PHEV,Original,,,,0,,,,,,,,,,,,No Charging,,,,0,8
2525,2019,30,2015 BMW i3,81,PHEV,Continued,45,Female,17.74,0,3,4,4,4,4,4,4,2,2,4,"Less than $50,000",Level 2,No charging,No charging,,0,40
2526,2019,35,2016 Tesla Model S,271,BEV,Original,75,Male,5.94,2,5,5,5,5,5,3,5,4,5,5,"$200,000 to $249,999",No Charging,Level 2,DC Fast,50,0,40
2527,2019,42,2012 Nissan Leaf,84,BEV,Discontinued,65,Male,2.01,0,5,5,5,5,5,5,5,2,4,4,"$50,000 to $99,999",Level 2,,Level 2 & DC Fast,18,1,40
2528,2019,36,2016 Nissan Leaf,84,BEV,Continued,75,Male,21.6,0,3,5,5,5,5,5,5,2,5,5,"$50,000 to $99,999",Level 2,No charging,No charging,30,1,40
2529,2019,40,2016 Tesla Model X,270,BEV,Continued,45,Male,0.43,0,5,5,5,5,5,3,5,5,5,5,"$150,000 to $199,999",Level 2,No charging,DC Fast,124,0,40
2530,2019,49,2015 BMW i3,81,PHEV,Continued,,,,0,,,,,,,,,,,,Level 1,No charging,No charging,100,1,1
2531,2019,84,2012 Toyota Prius Plug-in,11,PHEV,Original,45,Male,,0,,,,,,,,,,,,Level 1,,,16,0,17
2532,2019,66,2014 Chevrolet Volt,53,PHEV,Original,,,,0,,,,,,,,,,,,Level 2,,,18,0,6
2533,2019,83,2012 Toyota Prius Plug-in,11,PHEV,Original,75,Male,2.27,8,5,5,4,5,5,3,5,2,4,4,"$100,000 to $149,999",Level 1,No charging,No charging,24,0,40
2534,2019,46,2015 Tesla Model S,271,BEV,Continued,75,Male,11.38,0,5,5,5,5,5,3,5,5,5,5,"$500,000 or more",Level 2,No charging,DC Fast,98,0,40
2535,2019,35,2016 Volkswagen e-Golf,84,BEV,Original,80,Male,6.3,0,5,5,5,5,5,5,5,2,5,5,"$50,000 to $99,999",Level 1,No charging,No charging,50,0,40
2536,2019,36,2013 Fiat 500e,87,BEV,Continued,35,Male,3.82,0,5,5,5,5,5,5,5,4,5,3,"$50,000 to $99,999",Level 1,,,24,1,40
2537,2019,,2013 Chevrolet Volt,53,PHEV,Original,35,Male,20.09,2,4,4,5,4,5,3,4,4,2,3,"Less than $50,000",No Charging,,,,0,40
2538,2019,36,2015 Fiat 500e,87,BEV,Discontinued,75,Male,8.79,0,4,3,5,5,3,5,5,5,5,3,"$200,000 to $249,999",Level 1,,,,1,40
